SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD36_2014-06_NPL022_1,OSD36_2014-06-21_0.5m_NPL022,OSD2014,OSD36,OSD36_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD36_20140621T1730Z.pdf,Ocean Sampling Day 2014,2014-06-21T17:30,39.3322,-75.4699,0.5,m,USA,454,Northeast U.S. Continental Shelf,743,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,estuarine water ENVO:01000301,Bucket,"Woodland Beach, free-standing sub-surface sample taken after wading in to a depth of ca. 1.2 m.",Free-standing beach sample,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275614,ERS667632,23.55,centigrade,,7.42,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,12.55,mS/cm,,not present,not present,,392.86,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD37_2014-06_NE08_1,OSD37_2014-06-19_1m_NE08,OSD2014,OSD37,OSD37_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD37_20140619T1311Z.pdf,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample),2014-06-19T13:11,26.10293,-80.09315,1,m,USA,1069,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys,particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37. two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).,NOAA research vessel HILDEBRAND,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275613,ERS667631,27.7,centigrade,,33.82,PSU,,8.03,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.01,FTU,,not present,not present,,not present,not present,
OSD37_2014-06_NPL022_1,OSD37_2014-06-19_1m_NPL022,OSD2014,OSD37,OSD37_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD37_20140619T1311Z.pdf,OSD Summer Solstice 2014. Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample),2014-06-19T13:11,26.10293,-80.09315,1,m,USA,1069,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys,particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37. two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).,NOAA research vessel HILDEBRAND,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275612,ERS667630,27.7,centigrade,,33.82,PSU,,8.03,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.61,FTU,,not present,not present,,not present,not present,
OSD38_2014-06_NPL022_1,OSD38_2014-06-20_0m_NPL022,OSD2014,OSD38,OSD38_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD38_20140620T1655Z.pdf,"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.",2014-06-20T16:55,24.7449,-80.78375,0,m,USA,6942,Caribbean Sea,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys","particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters. All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample.",25-foot motor boat (Keys Marine Lab),NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275611,ERS667629,29.6,centigrade,,36.25,PSU,,7.89,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.23,FTU,,not present,not present,,not present,not present,
OSD39_2014-06_NE08_1,OSD39_2014-06-19_0.1m_NE08,OSD2014,OSD39,OSD39_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD39_20140619T0500Z.pdf,Prokaryote and Eukaryote DNA sampling,2014-06-19T18:00,32.7524,-79.89954,0.1,m,USA,42,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,4L sterile bottles,surface sample,waded from shore,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,31.3,centigrade,,24.3,PSU,,8,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,37.56,mS/cm,,not present,not present,,5.27,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD39_2014-06_NPL022_1,OSD39_2014-06-19_0.1m_NPL022,OSD2014,OSD39,OSD39_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD39_20140619T0500Z.pdf,Prokaryote and Eukaryote DNA sampling,2014-06-19T18:00,32.7524,-79.89954,0.1,m,USA,42,Southeast U.S. Continental Shelf,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,harbor ENVO:00000463,sea water ENVO:00002149,4L sterile bottles,surface sample,waded from shore,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275610,ERS667628,31.3,centigrade,,24.3,PSU,,8,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,37.56,mS/cm,,not present,not present,,5.27,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD4_2014-06_NE08_1,OSD4_2014-06-20_0m_NE08,OSD2014,OSD4,OSD4_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD4_20140620T0900Z.pdf,Ocean Sampling Day performed during LTER MC research activity 2014,2014-06-20T09:00,40.808,14.25,0,m,ITA,2034,Mediterranean Sea,0,Tyrrhenian Sea,3386,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin bottle,This data submission refers to filters treated with the prokaryotes and eukaryotes protocol.,R/V Vettoria,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,23.3,centigrade,,36.88,PSU,,8.11,dimensionless,,0.24,micromol/l,,0.59,micromol/l,,not present,not present,,0.09,micromol/l,,not present,not present,,8918111000,count/m^3,,not present,not present,,53306.44746,mS/cm,,not present,not present,,200.59,micromol/kg,,not present,not present,,1548,count/m^3,,not present,not present,,not present,not present,,0.61,micromol/l,,1.86,micromol/l,,not present,not present,,1.9,V,,not present,not present,
OSD4_2014-06_NPL022_1,OSD4_2014-06-20_0m_NPL022,OSD2014,OSD4,OSD4_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD4_20140620T0900Z.pdf,Ocean Sampling Day performed during LTER MC research activity 2014,2014-06-20T09:00,40.808,14.25,0,m,ITA,2034,Mediterranean Sea,0,Tyrrhenian Sea,3386,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Niskin bottle,This data submission refers to filters treated with the prokaryotes and eukaryotes protocol.,R/V Vettoria,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275642,ERS667664,23.3,centigrade,,36.88,PSU,,8.11,dimensionless,,0.24,micromol/l,,0.59,micromol/l,,not present,not present,,0.09,micromol/l,,not present,not present,,8918111000,count/m^3,,not present,not present,,53306.44746,mS/cm,,not present,not present,,200.59,micromol/kg,,not present,not present,,1548,count/m^3,,not present,not present,,not present,not present,,0.61,micromol/l,,1.86,micromol/l,,not present,not present,,1.9,V,,not present,not present,
OSD41_2014-06_NPL022_1,OSD41_2014-06-21_1m_NPL022,OSD2014,OSD41,OSD41_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD41_20140621T1840Z.pdf,It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.,2014-06-21T18:40,48.04051,-123.0257,1,m,USA,155,Gulf of Alaska,1983,The Coastal Waters of Southeast Alaska and British Columbia,4313,marine biome ENVO:00000447,marine algal bloom ENVO:01000057,sea water ENVO:00002149,"Beta water sampler, horizontal pvc water sampler by Wildco. YSI monitoring sensor.","Sample was collected with the horizontal water sampler and the water was transferred into a sterile container. The sterile container was placed on ice, and we proceeded to filter the water right there on the dock.","Sequim Bay State Park Dock, a public boat dock.",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275609,ERS667627,15.9,centigrade,,24.73,PSU,,not present,not present,,0.931,micromol/l,,0.3,micromol/l,,not present,not present,,1.47,micromol/l,,not present,not present,,not present,not present,,not present,not present,,32055,mS/cm,,not present,not present,,0.01,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,24.5,micromol/l,,37.1,micromol/l,,not present,not present,,not present,not present,,305.7,mg/m^3,
OSD42_2014-06_NPL022_1,OSD42_2014-06-21_3m_NPL022,OSD2014,OSD42,OSD42_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD42_20140621T1000Z.pdf,Samples from a meromictic lake,2014-06-21T10:00,38.26861,15.63708,3,m,ITA,0,Mediterranean Sea,326,Tyrrhenian Sea,3386,marine biome ENVO:00000447,meromictic lake ENVO:00000199,water ENVO:00002006,Niskin bottle,Water,boat_papa Giovanni,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275608,ERS667626,20,centigrade,,36.8,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD43_2014-06_NE08_1,OSD43_2014-06-21_0m_NE08,OSD2014,OSD43,OSD43_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD43_20140621T1849Z.pdf,"The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s.",2014-06-21T18:49,32.86698,-117.25725,0,m,USA,402,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Bucket, YSI",Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.,"Coastal Structure, Ellen Browning Scripps Pier",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275606,ERS667624,20.04,centigrade,,33.54,PSU,,7.92,dimensionless,,0.18,micromol/l,,0.07,micromol/l,,not present,not present,,0.02,micromol/l,,83.9,micromol/l,,not present,not present,,not present,not present,,51.064,mS/cm,,not present,not present,,257.73,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0,micromol/l,,0.5,micromol/l,,not present,not present,,0.96,V,,not present,not present,
OSD43_2014-06_NPL022_1,OSD43_2014-06-21_0m_NPL022,OSD2014,OSD43,OSD43_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD43_20140621T1849Z.pdf,"The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s.",2014-06-21T18:49,32.86698,-117.25725,0,m,USA,402,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"Bucket, YSI",Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.,"Coastal Structure, Ellen Browning Scripps Pier",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275607,ERS667625,20.04,centigrade,,33.54,PSU,,7.92,dimensionless,,0.18,micromol/l,,0.07,micromol/l,,not present,not present,,0.02,micromol/l,,83.9,micromol/l,,not present,not present,,not present,not present,,51.064,mS/cm,,not present,not present,,257.73,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0,micromol/l,,0.5,micromol/l,,not present,not present,,0.96,V,,not present,not present,
